"Molecule ChEMBL ID","Smiles","pIC50"
"CHEMBL388978","CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4",7.96
"CHEMBL2158866","CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl",6.48
"CHEMBL1824331","COc1ccc(CNC(=O)Nc2cc(-c3cccnc3F)ccn2)cc1",7.01
"CHEMBL1957085","COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1",5.7
"CHEMBL1957093","COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)c(F)c1",5.2
"CHEMBL66292","COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1",8.6
"CHEMBL259850","COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1",6.98
"CHEMBL400745","O=C(NCCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12",6
"CHEMBL293542","COc1cccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1",7.05
"CHEMBL572922","O=C1Cc2c([nH]c3ccc(C(=O)O)cc23)-c2ccccc2N1",4.52
"CHEMBL593374","Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1",6.66
"CHEMBL261440","O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1",6
"CHEMBL570580","CCc1cc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O",7.04
"CHEMBL495545","CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1",6.7
"CHEMBL554295","O=c1sn(CCc2ccccc2)c(=O)n1Cc1ccccc1",5.52
"CHEMBL6291","Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21",8.52
"CHEMBL254350","O=C(O)COc1ccc(Nc2ncc3nnn(C45CC6CC(CC(O)(C6)C4)C5)c3n2)cc1",6.77
