"Molecule ChEMBL ID","Smiles","pIC50"
"CHEMBL476851","COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1OCc1ccccc1",4.77
"CHEMBL2158866","CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl",6.48
"CHEMBL103055","CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1",7.75
"CHEMBL1957093","COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)c(F)c1",5.2
"CHEMBL360878","CCCCCC(=O)Nc1ncnc2oc(-c3ccc(OC)cc3)cc12",6.36
"CHEMBL77641","Cc1c(-c2ccc(O)cc2)[nH]c2nccnc12",6.28
"CHEMBL1086427","CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12",8.22
"CHEMBL102714","Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21",7.04
"CHEMBL25829","CCn1sc(=O)n(CC)c1=O",4.6
"CHEMBL572922","O=C1Cc2c([nH]c3ccc(C(=O)O)cc23)-c2ccccc2N1",4.52
"CHEMBL593374","Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1",6.66
"CHEMBL594755","Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1",6.55
"CHEMBL428968","Nc1n[nH]c2nccc(-c3ccccc3)c12",4.64
"CHEMBL570580","CCc1cc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O",7.04
"CHEMBL48082","Nc1nccc(-c2c[nH]c3ccccc23)n1",3.46
"CHEMBL496778","c1cc(-c2cnn3nc(NC4CCCC4)ccc23)nc(NC2CC2)n1",4.6
"CHEMBL255905","OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1C(F)(F)F)(C3)C2",7.39
"CHEMBL404175","O=C(O)CCc1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(C5)C3)C4)n2)cc1",6.98
"CHEMBL337300","O=Nc1c(-c2c(O)[nH]c3ccc(I)cc23)[nH]c2ccccc12",8.05
"CHEMBL24773","CCCCn1c(=O)sn(CC)c1=O",4.16
"CHEMBL140045","O=C(CCl)c1ccc(Cl)s1",5
"CHEMBL1957098","COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cn1",5.7
"CHEMBL399078","CNc1cc(NCc2cccnc2)n2ncc(Br)c2n1",5.34
"CHEMBL575021","Cc1ccc(-c2ccc3occ(-c4ccc([S@@+](C)[O-])cc4)c3c2)o1",6.85
"CHEMBL183038","O=C(Nc1ncnc2oc(-c3ccccc3)cc12)C1CCCC1",7.7
"CHEMBL3093042","O=c1cc(-c2ccncc2)nc(CCCc2ccccc2)[nH]1",6.3
"CHEMBL288064","Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1",6.41
"CHEMBL259850","COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1",6.98
"CHEMBL304533","CN(C)CCNC(=O)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc3[nH]cnc23)cc1",8.8
"CHEMBL1834109","CC(C)Nc1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c2c1F",5.92
"CHEMBL2386090","O=C1NC(=O)C(c2cn3c4c(cccc24)CN(C(=O)c2cnccn2)CC3)=C1c1coc2ccccc12",9.7
"CHEMBL126077","O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12",7.66
"CHEMBL260000","NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1",6.35
"CHEMBL489043","COc1cccc2c(C3=C(c4cn(C)c5c(Br)cc(Br)cc45)C(=O)NC3=O)coc12",7.05
