"Molecule ChEMBL ID","Molecular Weight","AlogP","Smiles","IC50"
"CHEMBL3941334",486.61,3.42,"Cc1cc(cs1)C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56",10.0
"CHEMBL3941598",296.38,2.38,"C1CC1N[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",80.0
"CHEMBL3941680",405.89,4.52,"Clc1ccc(NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1C#N",220.0
"CHEMBL394174",490.55,2.56,"C[C@H](Nc1nc(nc2c1cc(C(=O)NS(=O)(=O)C)n2C)n3cnc4ccncc34)c5ccccc5",55.0
"CHEMBL3941925",436.95,4.05,"Clc1ccc(cc1)C2(COC2)NC[C@@H]3CC[C@H](CC3)c4nnn5cnc6[nH]ccc6c45",12.0
"CHEMBL3942120",328.42,1.8,"CN(CCO)C[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",100.0
"CHEMBL3942304",496.23,4.57,"Brc1cc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)sc1Br",71.0
"CHEMBL3942424",364.43,3.56,"Fc1ccc(CN[C@@H]2CC[C@@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1",550.0
"CHEMBL3942553",440.48,3.26,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)C(=O)OC4CCC4",33.0
"CHEMBL3942622",472.53,3.65,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4ccc5[nH]ccc5c4)CC3",31.0
"CHEMBL3942728",380.46,1.3,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4cnc(cn4)N5CCOCC5",0.055
"CHEMBL3942741",273.32,2.85,"FC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",14.0
"CHEMBL3942783",434.47,3.36,"CN(CC#N)C[C@@H]1CC[C@H](CC1)N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c23",74.0
"CHEMBL3942917",555.61,2.98,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(C(=O)N4CCOCC4)c(F)c3)n2",0.7
"CHEMBL3943338",438.55,4.15,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC4CCCCC4)CC3",211.0
"CHEMBL3943509",366.47,2.43,"CN(CC#N)C[C@@H]1CC[C@H](CC1)N2CN(C)C(=O)c3cnc4[nH]ccc4c23",21.0
"CHEMBL3943557",257.3,1.62,"O[C@@H]1CC[C@@H](CC1)c2nnn3cnc4[nH]ccc4c23",48.0
"CHEMBL3943618",396.48,1.47,"CS(=O)(=O)c1ccc(nc1)N(CC#C)[C@@H]2CCN(C2)c3ncnc4[nH]ccc34",0.55
"CHEMBL3943693",396.84,0.56,"Cn1cc(Nc2ncc(Cl)c(NC3COC4C(COC34)OCCO)n2)cn1",68.0
"CHEMBL3943852",516.61,4.2,"O=C(N1CCC(CC1)N2CC(CC#N)(C2)n3cc(cn3)c4ncnc5[nH]ccc45)c6cccc7ccccc67",10.0
"CHEMBL3943922",435.92,3.2,"Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)c5ccc(cn5)C#N)n2)cn1",3.0
"CHEMBL3943994",438.56,3.07,"CS(=O)(=O)c1ccc(CNC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1",89.0
"CHEMBL3944101",571.01,5.18,"Cc1c(cccc1c2c(Cl)cc(C(=O)N)c3[nH]c4cc(ccc4c23)C(C)(C)O)N5C(=O)C=C6N(C=CC=C6F)C5=O",540.0
"CHEMBL3944237",435.49,3.9,"FC(F)(F)CNC[C@@H]1CC[C@H](CC1)N2CN(CC3CC3)C(=O)c4cnc5[nH]ccc5c24",27.0
"CHEMBL3944488",452.47,2.7,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4cccnc4F)CC3",6.0
"CHEMBL3944536",430.51,3.34,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(Cc4cccc(O)c4)CC3",6.0
"CHEMBL3944822",467.53,3.01,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(NS(=O)(=O)c5ccc(F)cc5)cn4",0.055
"CHEMBL3944831",332.41,2.99,"C(N1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)c5ccccc5",36.0
"CHEMBL3944875",429.89,0.1,"Cn1cc(Nc2ncc(Cl)c(NC3COC4C(COC34)NS(=O)(=O)C)n2)cn1",51.0
"CHEMBL3944980",388.42,2.54,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CCF)CC3",59.0
"CHEMBL3945293",532.64,5.72,"ONC(=O)CCCCCCCOc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4",5.0
"CHEMBL3945399",294.36,3.04,"CC(C#N)[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",6.7
"CHEMBL3945544",458.52,3.28,"COc1ccc(cc1)C(=O)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccccc4)n3",137.0
"CHEMBL3945622",487.51,3.49,"NC(=O)c1cn(nc1Nc2ccc(nc2)C3CCC3)C4(CC#N)CCN(CC4)C(=O)OCC(F)F",3.0
"CHEMBL3945721",396.45,1.6,"COCC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccccc3)n2",93.0
"CHEMBL3945787",256.31,1.59,"N[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",150.0
"CHEMBL3945825",531.5,2.92,"Cn1cc(cn1)c2cncc(Nc3nn(cc3C(=O)N)C4(CC#N)CCN(CC4)C(=O)OCC(F)(F)F)c2",71.0
"CHEMBL3945908",379.4,1.99,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(cc4F)c5nnn[nH]5",0.055
"CHEMBL3945985",467.43,2.69,"CC(C(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccnc(F)c3)n2)C(F)(F)F",13.0
"CHEMBL3946078",459.51,3.28,"CCOc1ccc(NC(=O)N2CC(CC#N)(C2)n3cc(C(=O)N)c(Nc4ccccc4)n3)cc1",69.0
"CHEMBL3946128",451.41,2.37,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(CC3)C(=O)OCC(F)F",5.0
"CHEMBL3946178",468.48,4.81,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)Nc4ccc(F)c(F)c4",30.0
"CHEMBL3946652",428.54,3.94,"Cc1ccc(CN2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccccc4)n3)cc1",135.0
"CHEMBL3946824",405.89,4.52,"Clc1cc(NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)ccc1C#N",90.0
"CHEMBL3947242",459.49,2.45,"CN1CN([C@@H]2CC[C@@H](CNS(=O)(=O)CC(F)(F)F)CC2)c3c(cnc4[nH]ccc34)C1=O",1.8
"CHEMBL3947292",405.41,2.3,"C[C@@](O)(C(F)F)c1ccc(Nc2nn(cc2C(=O)N)[C@@H]3COCC[C@H]3C#N)cc1",12.0
"CHEMBL3947490",473.52,3.04,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4nc5ccccc5[nH]4)CC3",641.0
"CHEMBL3947540",534.51,3.43,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)F)C3(CC#N)CCC(CC3)NCC(F)(F)F",233.1
"CHEMBL3947711",430.43,3.54,"OC(CN1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)c5ccc(cc5)C(F)(F)F",47.0
"CHEMBL3947749",387.45,2.89,"N#CCOc1ccc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)cc1",190.0
"CHEMBL3947883",382.42,2.2,"COC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccccc3)n2",235.0
"CHEMBL3947974",437.45,2.99,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@@H]3CN(Cc4cccnc4F)CC[C@H]3C#N",12.0
"CHEMBL3948069",444.47,3.04,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)c4cncc(c4)C#N",20.0
"CHEMBL3948300",558.54,2.51,"COCCOC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(cc3)S(=O)(=O)C(F)(F)F)n2",6.0
"CHEMBL3948386",442.5,3.5,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",21.0
"CHEMBL3948522",423.46,1.89,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4ccn[nH]4)CC3",39.0
"CHEMBL3948691",364.45,3.57,"Cc1oc(CNC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1",39.0
"CHEMBL3948921",284.37,2.1,"CNC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",29.0
"CHEMBL3949040",384.85,3.78,"Fc1cc(Cl)ccc1CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34",4.4
"CHEMBL3949195",385.47,2.31,"CC(C)(C)OC(=O)NCCN1CCC(CC1)c2nnn3cnc4[nH]ccc4c23",940.0
"CHEMBL3949242",382.39,2.39,"OC(CNC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23)C(F)(F)F",63.0
"CHEMBL3949257",436.39,4.28,"Fc1cc(cc(F)c1CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)C(F)(F)F",12.0
"CHEMBL3949323",392.48,3.85,"Fc1ccc(CCNC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1",27.0
"CHEMBL3949461",324.43,3.02,"C(NC1CCC1)[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",110.0
"CHEMBL3949572",405.52,1.91,"CCN1CN([C@@H]2CC[C@@H](CNS(=O)(=O)C)CC2)c3c(cnc4[nH]ccc34)C1=O",15.0
"CHEMBL3949820",355.37,2.62,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(=O)CC3",39.0
"CHEMBL3949963",379.86,3.27,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4nc(Cl)nc5ccccc45",0.55
"CHEMBL3950086",447.52,3.79,"Cc1cc(cnc1C)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3",49.0
"CHEMBL3950137",380.37,2.95,"FC(F)(F)CNC(=O)C[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",14.0
"CHEMBL3950247",458.5,3.04,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4ccccc4C#N)CC3",13.0
"CHEMBL3950301",468.58,2.55,"CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4oc5CCN(Cc5c4)S(=O)(=O)C)cc2",37.9
"CHEMBL3950399",381.48,2.08,"NC(=O)C1CCN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)CC1",91.0
"CHEMBL3950680",446.45,4.83,"Fc1ccc(CNC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1C(F)(F)F",79.0
"CHEMBL3950965",432.5,4.53,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)Nc4ccccc4",2.5
"CHEMBL3951107",376.47,3.01,"N#CCCN(CCC#N)C[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",1.9
"CHEMBL3951178",334.39,1.94,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4cc5cn[nH]c5cn4",0.055
"CHEMBL3951216",503.4,4.13,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3cccc(Br)c3)n2",37.0
"CHEMBL3951291",504.59,4.93,"ONC(=O)CCCCCOc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4",4.3
"CHEMBL3951373",425.49,2.76,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccccn3)n2",466.0
"CHEMBL3951569",494.56,4.18,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CN(C3)C(=O)OCCc4cccc5ccccc45",1481.0
"CHEMBL3951673",462.49,3.59,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@@H]3CN(CC[C@H]3C#N)C(=O)OCc4ccccc4",53.0
"CHEMBL3951710",396.54,3.36,"CC(C)(O)C1CCN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)CC1",160.0
"CHEMBL3952017",473.52,2.81,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4cccc5ccnn45)CC3",81.0
"CHEMBL3952191",339.36,1.98,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(cn4)[N+](=O)[O-]",0.55
"CHEMBL3952261",419.41,3.18,"FC(F)(F)CC(=O)N(CC#N)C[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",5.6
"CHEMBL3952364",553.62,5.1,"ONC(=O)c1cccc(NCCOc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5)c1",9.0
"CHEMBL3952595",471.54,4.08,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)NCc4ccc(cc4)C#N",1037.0
"CHEMBL3952669",460.5,4.15,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)N4CCC(F)(F)CC4",9.0
"CHEMBL3952926",485.47,3.77,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)c4ccc(OC(F)F)nc4",21.0
"CHEMBL3953137",451.51,2.38,"CCn1ccnc1CN2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccnc(F)c4)n3",447.0
"CHEMBL3953266",454.51,3.51,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(CC3)C(=O)OCC4CCC4",120.0
"CHEMBL3953347",467.51,3.38,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(C#N)c(F)c3)n2",7.0
"CHEMBL3953383",527.61,2.47,"O=S(=O)(N1CCC(CC1)N2CC(CC#N)(C2)n3cc(cn3)c4ncnc5[nH]ccc45)c6ccccc6C#N",10.0
"CHEMBL3953419",450.49,4.22,"Cc1cccc(N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3)c1F",295.0
"CHEMBL3953486",368.39,3.26,"Fc1ccc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)cc1F",23.0
"CHEMBL3953617",501.54,3.93,"Fc1cccc(C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4ccc(c4)c5ncnc6[nH]ccc56)c1F",10.0
"CHEMBL3953702",471.92,4.13,"Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(CC4)C(=O)C(F)(F)F)n2)cn1",5.0
"CHEMBL3953856",393.51,1.35,"CN(C1CCC(CS(=O)(=O)N2CC[C@@H](O)C2)CC1)c3ncnc4[nH]ccc34",18.1
"CHEMBL3954129",471.57,3.34,"CN(C)c1ccc(cc1)C(=O)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccccc4)n3",230.0
"CHEMBL3954311",440.51,2.46,"Cc1cc(Nc2nn(cc2C(=O)N)C3(CC#N)CCN(CC3)C(=O)OC(C)(C)C)ncn1",126.0
"CHEMBL3954457",412.47,2.29,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@@H]3CN(CC4CCOC4)CC[C@H]3C#N",63.0
"CHEMBL3954558",309.4,0.82,"CCS(=O)(=O)N(C)[C@@H]1CCN(C1)c2ncnc3[nH]ccc23",0.055
"CHEMBL3954705",457.47,1.89,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(CC3)C(=O)OC4CCOC4",38.0
"CHEMBL3954817",550.66,6.19,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3cccc(c3)c4ccc5ccccc5c4)n2",1481.0
"CHEMBL3954853",450.49,3.91,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(Cc4c(F)cccc4F)CC3",13.0
"CHEMBL3954894",289.77,3.12,"ClC[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",1.0
"CHEMBL3955124",349.4,1.86,"O=C([C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23)N5CC(C5)C#N",290.0
"CHEMBL3955398",467.94,3.82,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4ccccc4Cl)CC3",7.0
"CHEMBL3955591",424.51,3.37,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccccc3)n2",27.0
"CHEMBL3955753",521.46,4.72,"Clc1cc(Cl)cc(CN2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56)c1",10.0
"CHEMBL3955793",342.4,2.72,"CC(C)(C)OC(=O)N1CCCC(C1)c2nnn3cnc4[nH]ccc4c23",250.0
"CHEMBL3955899",448.51,3.0,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCC(CC3)NCc4cccnc4",1053.0
"CHEMBL3956020",481.96,4.25,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCC(CC3)NCc4cccc(Cl)c4",723.5
"CHEMBL3956418",364.46,2.43,"C(Cc1c[nH]cn1)NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",38.0
"CHEMBL3956450",362.46,1.77,"CN(C)S(=O)(=O)C[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",8.4
"CHEMBL3956545",458.49,2.48,"CC(C)(CO)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",96.0
"CHEMBL3956550",389.44,4.0,"Fc1ccc(NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1C#N",60.0
"CHEMBL3956611",357.42,3.62,"N#Cc1ccc(NC2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)cc1",42.0
"CHEMBL3956837",561.63,4.25,"Fc1cc(ccc1C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56)c7cccnc7",10.0
"CHEMBL3956911",349.44,2.72,"N#C[C@@H]1CCN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)C1",72.0
"CHEMBL3956966",533.0,5.54,"OC1(CCN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)CC1)c6ccc(Cl)c(c6)C(F)(F)F",97.0
"CHEMBL3957147",409.43,2.44,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)[C@@H]3CN(Cc4ccon4)CC[C@H]3C#N",13.0
"CHEMBL3957208",518.98,3.84,"Fc1cc(Cl)cc(c1)C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56",10.0
"CHEMBL3957574",443.48,1.51,"CC(C)[C@H](O)C(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccnc(F)c3)n2",79.0
"CHEMBL3957645",483.4,4.94,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(Cc4c(Cl)cccc4Cl)CC3",224.0
"CHEMBL3957838",485.53,2.94,"FC(F)(F)CN1CN([C@@H]2CC[C@@H](CN3CCCS3(=O)=O)CC2)c4c(cnc5[nH]ccc45)C1=O",28.0
"CHEMBL3957937",350.4,3.12,"Fc1cccc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)c1",30.0
"CHEMBL3958002",552.62,3.13,"CN(C)c1ccc(C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56)c(F)c1C#N",10.0
"CHEMBL3958399",432.5,3.77,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCN(Cc4ccccc4)CC3",13.0
"CHEMBL3958601",407.5,4.39,"O=C(OCc1ccccc1)N2CCC(CC2)C3=C4N(C=Nc5[nH]ccc45)C(=S)N3",310.0
"CHEMBL3958656",470.51,2.74,"CC1(COC(=O)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3)COC1",240.0
"CHEMBL3958797",333.4,2.38,"C(N1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)c5cccnc5",40.0
"CHEMBL3958893",510.6,4.06,"COc1ccccc1NC(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4ccc(c4)c5ncnc6[nH]ccc56",10.0
"CHEMBL3959005",446.53,4.21,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)NCc4ccccc4",0.2
"CHEMBL3959154",540.53,3.97,"Cc1c(cccc1c2c(F)cc(C(=O)N)c3[nH]c4cc(CCO)ccc4c23)N5C(=O)C=C6N(C=CC=C6F)C5=O",550.0
"CHEMBL3959358",362.36,3.09,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(cn4)C(F)(F)F",0.055
"CHEMBL3959433",405.41,2.3,"C[C@](O)(C(F)F)c1ccc(Nc2nn(cc2C(=O)N)[C@@H]3COCC[C@H]3C#N)cc1",9.0
"CHEMBL3959656",463.52,3.17,"COc1cccc(CN2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccnc(F)c4)n3)c1",20.0
"CHEMBL3959770",373.26,2.83,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(Br)cn4",0.55
"CHEMBL3960109",354.41,1.78,"O=C1OCCC1NC[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",44.0
"CHEMBL3960243",458.54,4.48,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)N4CCc5ccccc45",137.0
"CHEMBL3960523",342.42,3.47,"FC[C@@H]1CC[C@H](CC1)N2CN(C3CC3)C(=O)c4cnc5[nH]ccc5c24",33.0
"CHEMBL3960707",424.44,2.15,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCN(Cc4ccon4)CC3",47.0
"CHEMBL3960876",468.56,3.42,"CC(O)c1ccc(Nc2nn(cc2C(=O)N)C3(CC#N)CCN(CC3)C(=O)OC(C)(C)C)cc1",6.0
"CHEMBL3960910",356.43,3.46,"N#Cc1ccc(CN2CCC(CC2)c3ncn4cnc5[nH]ccc5c34)cc1",19.0
"CHEMBL3961060",448.51,3.0,"NC(=O)c1cn(nc1Nc2ccnc(F)c2)C3(CC#N)CCC(CC3)NCc4ccncc4",1004.0
"CHEMBL3961164",436.52,3.51,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(CC3)C(=O)OC4CCCC4",50.0
"CHEMBL3961357",375.41,3.0,"Fc1cc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)ccc1C#N",33.0
"CHEMBL3961670",295.35,1.46,"CN([C@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccncn4",0.55
"CHEMBL3961729",415.85,3.29,"Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC(F)(F)F)CC4C3)n2)cn1",8.0
"CHEMBL3962051",292.35,2.79,"N#CC1CC12CCC(CC2)c3nnn4cnc5[nH]ccc5c34",9.0
"CHEMBL3962138",490.56,4.39,"CSc1ccc(cc1)C(O)(CN[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)C(F)(F)F",27.0
"CHEMBL3962300",328.38,0.99,"OCCNC(=O)[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",100.0
"CHEMBL3962364",353.47,2.13,"CN(C)C1CN(C[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34)C1",720.0
"CHEMBL3962429",451.49,2.03,"CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3cnc(nc3)C#N)n2",38.0
"CHEMBL3962451",323.36,1.97,"C(N1CCC(CC1)c2nnn3cnc4[nH]ccc4c23)c5cocn5",81.0
"CHEMBL3962716",455.49,2.9,"C[C@H](OC(=O)N1CCC(CC#N)(CC1)n2cc(C(=O)N)c(Nc3ccnc(F)c3)n2)C4CC4",9.0
"CHEMBL3962987",517.54,3.72,"Fc1ccc(NC(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56)cc1F",10.0
"CHEMBL3963309",433.49,3.48,"Cc1cc(ccn1)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3",174.0
"CHEMBL3963339",514.57,3.2,"COc1cc(F)cc(c1)C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56",10.0
"CHEMBL3963389",425.46,3.1,"COCN1CN([C@@H]2CC[C@@H](CNCC(F)(F)F)CC2)c3c(cnc4[nH]ccc34)C1=O",10.0
"CHEMBL3963443",310.41,2.63,"C(NC1CC1)[C@@H]2CC[C@H](CC2)c3nnn4cnc5[nH]ccc5c34",62.0
"CHEMBL3963532",254.34,3.57,"Cc1nc(C2CCCCC2)c3c4cc[nH]c4ncn13",310.0
"CHEMBL3963715",402.44,1.77,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)S(=O)(=O)c4cccc(c4)[N+](=O)[O-]",0.55
"CHEMBL3963918",433.49,3.48,"Cc1ccc(cn1)N2CCC(CC#N)(CC2)n3cc(C(=O)N)c(Nc4ccc(F)cc4)n3",8.0
"CHEMBL3964008",412.4,3.31,"FC1(F)Oc2ccc(CN3CCC(CC3)c4nnn5cnc6[nH]ccc6c45)cc2O1",21.0
"CHEMBL3964133",382.43,2.73,"N#Cc1ccc(CN2CCC(CC2)c3nnn4cnc5[nH]ccc5c34)cc1C#N",52.0
"CHEMBL3964318",353.82,2.59,"CN([C@@H]1CCN(C1)c2ncnc3[nH]ccc23)c4ccc(C#N)c(Cl)n4",0.55
"CHEMBL3964431",444.5,3.03,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CN(C3)C(=O)OCCc4ccccc4",809.0
"CHEMBL3964474",518.62,4.79,"NC(=O)c1cn(nc1Nc2ccccc2)C3(CC#N)CCN(CC3)C(=O)C(c4ccccc4)c5ccccc5",711.0
"CHEMBL3965030",395.39,1.9,"FC(F)(F)CNC(=O)CN[C@@H]1CC[C@H](CC1)c2nnn3cnc4[nH]ccc4c23",80.0
"CHEMBL3965049",520.52,3.47,"Fc1cc(F)c(C(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ncnc6[nH]ccc56)c(F)c1",10.0
